label,review
0,10月去的。感觉不是很好。房间和如家的差不多，但感觉差的好大。最让人受不了的是窗户离别人家的阳台那个近啊。都能看见别人家的里面了！！半夜楼道里还有人在吵闹，服务员应该制止一下啦。还有那个中央空调，开了等于没开。洗好澡后还是热的出了身汗。退房的速度也不快！！
1,一个多月前去住过，现在去发现新装修过了，看得出他们很努力，支持一下！
0,酒店地理位置较好，到市中心和旅游景点都非常方便。不过房间非常之小，我订的是双人套间，居然有个房间没有窗户，房间小的转身都麻烦。酒店的餐饮部手艺不错，不过价格太高，一个红烧鸡块和一个番茄蛋汤就要42元。最让人生气的是作为一个商务快捷酒店，不小心在床单上沾染了一些血迹（面积不超过半个烟盒）竟然收了60元的洗涤费！
1,还可以，升级了行政楼层，房间一般，新但不算大。洗手间比较大，淋浴和泡浴分开，这是我升级的原因，因为宝宝喜欢泡浴。但五星级没找到有泡浴的浴盐有点失望。可以挑花香枕，但没挑，怕小朋友敏感。逛街还是很方便的。
1,1.酒店设施比较旧2.早餐还是秉持较高的水平3.临近医院4.如果有条件可以入住同一个集团下的就在旁边的洲际酒店
0,"总体来讲,非常失望。完全不值我们付的房费，比起房价更便宜的如家/速8等差很多。希望携程对酒店情况要认真了解后再推荐。1）房间面积不小，床铺等尚可。但令人惊讶的是，宽带接口在床头下面，需要把床拖出来才能够到，最后我只能把电脑放在床头柜上，自己坐在地上上网。这是我第一次碰到这样的情况。2）卫生间非常陈旧，更可气的是，毛巾已经破成毛须边了居然还挂在那。3）早餐真的很差，品种异常的少，普通的煮鸡蛋还是服务员在那每人发一个！！！而且我们8点去的时候，所有桌子上都是乱七八糟的，还没及时清理。这样的早餐吃的让人恶心。难怪看其他点评也提到早餐问题。下次不会再住这家酒店了。"
0,总的来说非常不满意，明显是三星升为四星的酒店。588的房价，实在太不值。暖气不够热，温度调到32度，晚上睡觉还要盖两床被子，问他们再要一床，给我的答复是每间房间之配备这些，没有多余的被子。洗澡水是温的，差点没有洗出感冒。问要熨斗和烫板，竟然整个酒店只有一套，怎么也借不到。而且设施都已经很成旧，用的毛巾被子都是旧的，一眼就能看出来，实在算不上四星的标准。希望大家以后都不要预定这个酒店。
1,我订的260的房间，还算不错了，住了两晚。是以前政府的接待宾馆，有点老，但是还算可以的，各方面都差不多，不算差，但也不是很好。我感觉床还是比较舒服的。宾馆周围比较繁华，应该是商业区。
1,在上海少见的带游泳池的酒店公寓，周围的环境很不错，超市、饭店、酒吧等很多，不去市中心还是不错的。房间超大，装潢、设施一般。有厨房，但餐具等居然要租赁，似乎不甚合理。游泳池很小，不知何故水呈绿色（可能是瓷砖缘故），不如蓝色的游泳池舒服。早餐一般，不够丰富，早餐厅可以晒到太阳，蛮好。员工服务需要提高，至少应让客人感觉到亲切和微笑。
0,"缺点是房间里一点信号都没.这点很恼火,试问一下万一家中有急事,却联系不到本人怎么办?问题很严重,一往坏的地方想,以后就不会入住此店了."
0,本人是看了其他客户点评决定预定此酒店的，但是到了酒店感到非常失望，一点也没有酒店气氛，正如其他点评所说“就一招待所”。服务员没有穿制服，好像是家庭作坊式管理，整个酒店也是冷冰冰的，空调开到30度一点也不感觉暖和，晚上加了床毯子还感觉冷。早餐就一个字“烂”，从未见过如此差的早餐，我8点去稀饭都没了，问大妈（注意：是大妈，就是穿着围裙的那种），答曰“没有了”，一点服务意识也没有。大厅里还恶俗地摆了个财神像，并且烟雾缭绕。强烈建议大家不要入住次此酒店。春节期间酒店特价房168元和198元，到了问总台都有房间。协程对应的价格是240元和280元，预定要压信用卡，不能取消。
1,位置：闹中取静，交通便利。门前有小型超市，东西一应俱全。老鸭粉丝小吃，酒店餐厅伙食也不错。步行离久光5分钟路程、离南京西路大型购物商场恒龙广场、梅龙镇、中信泰富20分钟，与淮海路平行，上街购物超级棒！房间：我住豪华双人间，环境不错，干净卫生，24小时热水，冷暖空调都有，还有杂志供阅读。唯一美中不足是电视有些小。服务态度也不错能及时反馈客人要求。下次去还会住。
0,"於公寓式酒店，一般期望也不太高，不不失就可以了。可惜的是入南油後就度失望，房是大，但老土和低量(我住的是豪二人套房)，不推荐住酒店！！最可笑的是那""套票""，多付了六十元打算可以打局保球，Check-in的候了我那些保球券，搞笑的是些""券""是不能在星期五、六及日用的...天呀，Ctripoffice又有提醒，白白多付了六十元，然不多，重是我和女友很，道要平日跑去珠海""打保""？那些券我仍然保留著，想看看南油和Ctrip.com有甚好解！！！宾馆反馈2007年9月7日：再次向您表示深深的歉意。酒店运动套票包含早餐券及高尔夫券或保龄球券，规定平日及节假日均可使用。由于保龄球馆事件当日有位新员工业务不熟，以为您用的是周末不可以使用的其它赠券，造成误会，我们也未能及时了解您的不快，事后我们专门以此案例作检讨，保证不再发生同类事件。为表示酒店真诚的歉意。您的保龄球票随时补办，酒店提供一套免费豪华二人套房给您，并承诺为您提供优质贴心的服务。希望您给我们一个"
0,我住的是6号房，无窗，像住地下室；而且因此酒店地处繁华地段经营业务也很多，电梯里遇见的人很杂！总的来说住宿环境很不舒服！房价在携程预定也没有得到任何优惠，不预定直接入住也一样是那个价格，其他房间的环境不知道，不好乱说。但建议，大家一定要问清楚。自己的要求。省得后悔！
1,"携程这次不错，订的行政房给我免费升级到了8号楼的山景房。对于酒店，总结一下：超5星的环境4星的房间3星的设施和服务酒店分栋依山而建，酒店里有专门的散步路线图，要把整个酒店的山景从容走完至少1小时，期间山水桥路，鸟叫虫鸣，空气清新，心旷神怡！8号楼是酒店最好的一栋楼了（价格最贵），进入房间，房间宽大，落地窗外就是山景翠色。但其大床一看就知不会很舒服，床很低，床垫质量不好，床上用品虽然干净但明显成色已经旧了灰扑扑的颜色，摸上去硬邦邦的，家具电器以及卫生间用品都很一般。68一位早餐品种还是比较丰富，吃饱没问题，精致美味就谈不上了。各处的服务员态度还是很好但服务意识和服务质量应提高，酒店有宽阔的停车场，不过无论住店客人均收费。宾馆反馈2008年7月10日：您好!感谢您对红珠山宾馆提出的宝贵意见,我宾馆现已经将布草全部更换,您的意见我们已经交给相关部门进行处理,我们诚恳地期待您的下次光临!"
0,这个酒店很奇怪。要说呢也是很用心，细节都做得很不错，包括毛巾叠成各种小动物的形状，马桶里洒了玫瑰的花瓣。但服务就真的是很糟糕。酒店的环境也不好。看房间里的酒店介绍呢，说是凭房卡可以打八折玩海洋世界的各种项目，居然从订房到退房都没有一个工作人员告诉我们这件事。最离谱的是，居然在大厅看到一只老鼠！这个酒店很糟糕补充点评2008年1月25日：忘了说一点，前台的服务态度糟糕之外居然还很不专业。退房后回到酒店租酒店的车子到机场（车费100，倒是方便）时竟然问我要房卡，我很明确的告诉他们房卡已经还给他们并确认交还后，一个负责退房男士的和一个办理入住的小姐开始相互抱怨。。。。坐一边的我除了惊诧还是惊诧。。。。汗！等到上车并开出一段以后，司机也有趣，问我钱是不是已经付了，（他们让我已经付钱给前台，并有人出来签收后安排车子）然后还打电话回酒店确认我是不是已经付钱了。。。。瀑布汗！
1,沙发套比较脏啊```不过卧室很干净```总体来说不错啦```
0,很一般的酒店，紧临马路，虽然有双层窗，但还有些吵。平时价格应低于200元，节日价格380元属于过高。总体而言，很一般，包括服务。
0,因为客户就在旁边一栋楼，所以就近住了，不过这个地方好象也就只要这么一个大点的宾馆吧，同事说好象是日本人开的
1,补充：大堂服务的人员太少，感觉不太像四星级酒店，早餐78一位，不知道是不是搞错，记得午餐只有38
0,"从未住过的这么差的5星级酒店,一家人开车去玩,8月8日通过携程要了三间景观房,其中一间打开房门居然里面已住了客人,5星级酒店出现钥匙牌搞错这种情况真是闻所未闻.换房后晚上在酒店的""亭下""厅吃饭居然在汤圆里吃到了一大块塑料纸,找服务员后同意退了.回房后1221房的钥匙牌居然又打不开房门了(刚进去时可以打开),叫来服务员打开后,房间电话又是坏的,再叫来服务员维修,住进去短短的二个小时时间,碰到了4个倒霉的情况,本来在这特殊的日子里好好看奥运开幕式的心情已全无了,实在让人扫兴.第二天一早好好看了一下房间,发现床头灯罩上满是灰尘,很呕心,这种5星级酒店真是连3星都不如,真是太差太差了."
1,"酒店环境清幽,设施齐全，整洁，我们入住第一天客人很少，但店方还是为我们单独准备了丰富的早餐，特此致谢！友情提示：酒店在长城宾馆和井冈山宾馆之前的小路进去，我们刚到茨坪也找了一会儿：）"
0,不按服务约定提供饮用水，还要狡辩，不愿意改进。国外许多地方都习惯于直接喝饮用水，不因该要求客人喝烧过的自来水。两者不能划等号。补充点评2008年2月5日：这个酒店评为携程4星，我觉得有问题。有些评价不客观，有些评价文一会儿说是替来北京出差的人订的房间，一会儿又谈自己住过的感受，有猫腻。希望携程（听说已在美国上市，有远大志向）不要沦落成为街头拉客的公司。
1,外观不怎么样，但是房间内环境和设施还是超越了我对三星酒店的期待。
1,"酒店一般来说是尚可但是携程的价格实在是没竞争力,在柜台前问了一下临柜的价格,前台还迟疑了一下说是480多,我想搞不好比携程的低而不好意思说会问价钱的原因是前一位结帐的旅客结帐时只有三百多而已,说是签约价,想细问确认到底是多少钱,当然是没告诉我在此呼吁,我们支持携程的酒店预约服务,而认为不支持携程优惠签约价格的酒店宾馆,携程也没必要在此浪费空间占了网页,让我们没什么好感觉中信是台湾人开的,广东东莞海悦也是,但是海悦的价格就很好,比很多拿海悦贵宾卡的还低价,这个样子就是我所说的支持"
0,8月4日入住了该酒店，没想到很多地方不如意，不得不缩短行程，提前返京。之前在网上查询，想住一个特色酒店，就选择此处的豪华标准间。但没想到：（1）酒店周围正在拆迁，非常脏和吵。出租车司机让我们三年以后看，说一定变样。分配给我们的房子临马路，面对一大施工场，极其嘈杂。不得以要求将其中的两间房调换。前台很不情愿给换了，告知换的房子会比这个小。当时为求安静，只好同意，但后来发现上大当了。（2）调换的两间房估计为普通标准间，屋子里墙壁和柜橱有斑驳的潮湿痕迹，其中一间屋子抽水马桶经常坏。房间很小，书桌和床之间仅容一人过。最可恶的是窗户没有纱窗，且朝过道，冒着进蚊子的威胁，开窗后发现无法通气，因过道窗户紧紧封闭，房间里一股霉味和油漆味散发不出去。更有甚者，因是围拢的房屋结构，早晚有人在过道说话很闹，且过道的灯笼整夜亮着。透过菲薄的窗帘，不得不忍受光污染。屋子的隔音效果很差，需要忍受隔壁看电视的声音。没有中央空调。（3）服务水平一般。在调换房间的第二天，讯问前台要求换到豪华标间，前台说因是自己要求调换的，不补差价，且说现房即为折后338元的价位。这可是在承德！前台服务很差，虽身着民族服装很漂亮，但态度冷冰冰。但对我之前的一老外可是鞠躬哈腰的。（4）早餐难以下咽。因周围是村庄，只能在酒店用早餐。四五个小咸菜；两种粥、豆包、包子以及奶粉冲得很稀的牛奶。即便这种早餐过了八点半还就没有了。开始打扫卫生，不管是否客人吃完。我非常非常后悔选择了这个酒店，性价比最差的。本想休息几天，但住宿实在太差，干脆一家人，勉强住了两夜就退房走人。
0,"服务员不热情,卫生设备有点老化,如莲蓬头的开关调节不灵.补充点评2008年5月27日：路边的车的声音很明显,可能是那两天在试工的原故."
0,"6楼窗外就是整幢大楼的风机,非常吵!可能是存心留给携程的客人,第二天到下午四点回房还没清洁房屋,太离谱!!!!!"
0,招待所而已吧，唯一可取之处就是交通还行，三环边上。
0,"完全是个黑店.大家小心!上个月通过携城定了两间房,用信用卡担保.三星期前因行程变更要求调整入住日期,但被告知不能更改及取消,但携城的网站根本没有此""霸王条款"",本人同酒店的销售部及携城的客服(付姓主管)长途电话沟通了好几次,但他们态度蛮横.携城的钻石客户你算老几?在这里请大家小心,不要用信用卡担保.携城和虹桥美爵酒店合伙坑消费者,连携城的忠实客户也照坑!黑心啊!!!宾馆反馈2007年12月18日：酒店在携程网上提供一项提前7天预订的热卖产品，即客人需要至少提前7天预定房间，一经确认的预订全额预付不可取消或做任何更改，热卖房价将在一般促销房价上再打九折。此产品的具体规则在携程网上已经明确注明，客人可以在订房的同时看到预订细则及规定。由于产品本身就是一个热卖促销，当客人选择热卖产品的同时酒店也需要对选择此类产品的客人有一定的约束.这位客人通过网络预订热卖产品后想取消预定，客人联系携程后被再次告知热卖产品的规不可取消或更改。酒店也与客人几次沟通表示酒店为了能公平对待每一位选择我们酒店的客人，故无法满足客人的取消要求，希望客人能够谅解，但最终还是造成了客人的不愉快。"
1,为客人订的。他比较满意。看来是不错的。出入非常方便。
0,"该酒店虽然价格不高,但服务实在太差,房间例行送的水果和报纸要打电话问才送过来,早餐结束的时间被提前到9点也没有任何通知,最可气的是我投诉没早餐时,前台还不肯承认错误,骗我早餐在我下楼之前刚结束,是我自己下楼晚了.这种服务的四星级酒店我还从来没住过."
0,性价比低，感觉很贵。选择酒店主要是离附近的企业近一些。房间总是能听得很响的水声。希望酒店能降低价格。目前的设施同安徽省内其它酒店相比只值250元不到啊
1,入住丽晶，感觉很好。因为是新酒店，的确有淡淡的油漆味，房间内较新。房间大小合适，卫生间设备齐全，服务态度也很好。网速可能是提升了吧，感觉还好。有免费的插线板、水果刀。。。等一系列的日常用品免费提供，很细心。晚上的自助餐是每人68元，菜品一般、就算说的过去吧。酒店外有西贝筱面等几家饭馆。西贝的菜实在是量大的惊人，人多在酒店吃就不如去西贝吃了。酒店21：30-24点有广式晚茶，吃过几次，味道正宗，就是点心品种略少。哈。酒店地处青山区，包头分昆区、青山区。相对来说：昆区是最繁华的，青山区次之。像包百等大商场全在昆区，从酒店打车到包百商圈车费12元多。青山区也有一个王府井百货，相对来说比包百商圈的略小，从酒店打车8元多。银河广场离酒店有一段距离，打车9、10元吧，银河广场边上有“科丽珑”24小时营业的超市。酒店一楼有小卖部，周围基本没有超市。这次住正赶上有几家公司在这里开会，有时楼道里略吵，晚上还有几次有人敲错门，理论上与酒店管理没关系吧。希望以后还是尽量让会议团体住在一层，也许这样可以好些吧。总体感觉丽晶很好，以后来包头还会住这里。
0,非常差！！！也不知道携程怎么推荐的！！烂！！发霉的味道！！房间也很破！！！1
1,"首次入住该酒店,环境雅致,服务非常不错,很多笑脸,感觉热情,早餐可以接受,有送餐服务以后去徐州还会考虑入住。"
0,4星？服务很差，房间的钥匙需要相当的技巧才能把门打开，而没人主动提，叫了服务员来开，开了就走。再次出门，再叫人来开，请教了服务人员才把方法告诉你。还有早餐不如2星的宾馆！还有总台预授了房钱，第二天却刷不出，搞了二十分钟，没经过我的同意，又刷走了房钱，预授继续冻结，很差！！！
0,房间还可以，早餐不大好，周围比较偏僻。服务态度一般。
0,难以相信这是携程重点推荐的3星级宾馆！单人房住了5天，价格240元/晚，期间得知中石化试题题库会议，房价160元/天。房间的地毯已经N干年没有清洗除尘了，看上去黑乎乎的，各种斑点、污迹、小洞眼令人很不舒服。（过道里的地毯略微好一点）第一晚安排在二楼，后来调整到5楼，隔音不好，隔壁客人晚上2点回房间，关门、电视声音很大。卫生间有玻璃窗，但是不能打开，塑料窗帘小于窗户的面积，因此女士要小心露光。我住的那间，下水道不畅。每次积水都要没过脚面，非常sick！餐厅是外包的，一份（例盘）尖椒牛柳30多元，一个鱼香肉丝20元，可能只有这儿的价格离3星级标准接近一点。5天的自助早餐几乎都是一份汤面加1-2个煎蛋，因为几乎没有什么合口味的东东可供选择。因为开会，基本早出晚归，最后一天离店时才发现，一直垫着的床单竟然有数个脚印在其上！前台服务员有的和善，有的冷若冰霜，不可一概而论。
0,只住了一个晚上，房间很小，不过考虑到只是一个三星级的宾馆，要求也不能太高，但是房间里的设施很陈旧，而且有些设施明显坏很久了，也没有修理。我的信用卡不是国有四大银行的卡，不能做预售也就罢了，居然直接刷卡也不行，前台小姐居然说我的卡不是信用卡，狂晕，就算不认识visa标志，也应该认识银联的标志吧，怎么的也不会说连当成储蓄卡一样刷卡都不行吧！
0,"当时住的时候火车站还没有搬回来，本来想离火车站近点的,谁想那段时间用的临时火车站,反倒远了。半夜2点入住,前台一个男的,爱搭不理的,后来来了个女的还不错,可能他们也困了吧。前台不大.那个时候在修路.而且从临时火车站到酒店的出租车还绕路，我明知道他绕路,心象就让他绕去吧，知道他什么德行就算了，如果把我扔在半路,2点那真是有钱都没用了。最后多绕了不到5块钱(何苦呢!^%)到了房间，发现可能是火车站不用生意不好，房间没有人用，太多尘土了，到处都是网络还有病毒.最受不了的,是前台的态度.退了房想寄存.说奥运期间不能存,好了，那就接受吧。可是这个时候来了个人，要寄存,他们就给他存了.我就问为什么我就不能存他能存,他们还很横的和我说他没有退房(然后那个男的纠正说他退了房了).我就和她们争,最后她们也给我存了，不知道他们是怎么培训的，还和客人吵架~~~~~~"
0,该酒店达不到五星水准。价格高，环境差，服务一般
1,2006年3月下旬入住过南湖宾馆后，当时酒店刚装修过。房间宽敞，布局合理，而且还有一张带台灯的玻璃书桌。2007年12月13-16日再次入住。宽带免费，有部分房间提供传真机。免费提供中西合璧早餐。中餐有豆浆、豆腐花、白粥、肉粥......每天都有更换不同的小菜。我最喜欢西式烟肉、肠仔、冷火腿。这是我再次入住的原因之一。无论从酒店外观、环境、服务综合指数都比较高。明年再到此入住。望服务水准有增无减。
0,"我可以负责任的说,这是我住过最差的号称""三星""级的宾馆.与其说是家宾馆不如说是个农家乐之类的比较贴切.所有服务人员基本是一些农村家庭妇女.二楼房间的地板不知道是用什么东西拼凑成的,小孩一跳几乎地动山摇,房间的墙壁最多也就是层三合板,我毫不夸张的说,隔壁有人放个屁都会听的一清二楚.为了推销他们那又贵又难吃的饭菜,居然骗我们说,枯岭街没有饭店,只是几家卖衣服的......靠!啥也不说了,天亮赶紧走人!"
1,"别墅式的旅店,环境很不错,服务也很好,房间稍微有点小"
0,"在的旅城市,有不知道服何物的酒店,真的人吃.....补充点评2008年5月5日：5月的天居然有冷,投後要1小後才能解,晚上也冷,啊....服意太差,客反的不理睬....宾馆反馈2008年5月7日：尊敬的宾客，厦门港湾大酒店对于您在入住期间感受到的不便深表遗憾和歉意，酒店方面将虚心接受您提出的宝贵意见，并切实加以改进。感谢您提出的建议和意见，并诚挚的邀请您能再次入住港湾大酒店！"
1,"非常舒服和享受的酒店,房间设施没的说,五星级,隔音很好,早晚都很安静,由于不在闹市区解放碑,价格比较合理,感觉是重庆性价比最高的五星酒店,出酒店往左手走路边就有小吃摊,从早到晚都有吃的(是酒店服务生推荐的,我们去吃了早餐,很市井,很可口),喜欢品尝当地风情的朋友可以去.2天后又住了一晚洲际,感觉不如希尔顿,因为洲际地处步行街,人较多,服务就跟不上,等2个小时房间才收拾出来.所以下次来重庆还会住这里."
1,"两个月里面已经住了三次了,当然好啦,交通也很方便哈"
1,在当地算是家不错的宾馆，交通方便，离闹市区不远，对面就是大超市，用餐方便，宾馆2楼和周围的小店味道都可以。
1,环境不错。交通也便利。服务不错。下次还会考虑的
0,"我住在6楼,3楼KTV的声音很吵!打电话到大堂投诉居然把电话挂掉就算了......以后肯定不会再入住这酒店"
1,服人度都很好，人感馨。也近，物用餐都方便。我是程房，也住多次，提了一，感受用的。1001房浴室有小毛病，盆排水不太，桶有法位，水，或是使用多次後的毛病。前台也有往香港的大巴票，但得自行搭的士到的地方去搭。
1,服务很周到合理，也很亲切~房间按时打扫，还有水果送，不错
0,"建议携程取消推荐该酒店,环境很差,楼下有迪厅,不仅有噪音,整个房间都在颤动,根本无法入睡!另外7月31日还没有早餐!"
1,高级标件里面的电脑是坏的，结果么后果很严重。
1,房间和床太小，睡着不是很舒服，希望以后呢能够给大一点的，总之希望改进．
1,周末住了两天，确实不错，大堂相当有特色，门童都带着代表威尼斯风情的帽子，服务也很热情，让我回忆起了在威尼斯时的日子；前台放有（蛇果）苹果任住客品尝，我们就吃了几个，呵呵。客房就一般了，不大，卫生间也小，但总体感觉还行。早餐品种还算可以，坐在临窗的位置旁，还真有些许三亚的感觉，哈哈，不过这位置是非吸烟区的。晚上在酒店二楼的V吧玩的很开心，鬼妹好多，客人基本以老外为主，小圆桌最低消费400元，啤酒50元一支，消费还可，不过周末需要50元门票费，提醒最好早点过去，不然没位置！酒店也是洲际集团管理的，我还获得了积分，赞下。入住送了国盘与可爱的小熊，再赞下！
1,民族风味食品很不错，价格也公道。威尼斯西餐太糟！切牛扒的刀，老婆建议改用用锯！还有速度慢的吓死人！房间只要不是太挑剔，绝对算过得去（偶住豪大间）。卫生间比房间装修得好！房间送餐一是速度慢（送餐，收餐都慢，怀疑是服务生是蜗牛转世），二是价格太离谱！总台一位服务小姐态度非常好（忘记看工号），赞一个！酒店位置离机场极近！15大米搞定！总体说来还是不错，吃饭提前点叫，还行！
0,如果不是因为他是4星不会入住，但入住后才知道上当了，房间很旧，只有高级房才能提供上网，早餐品种很少，服务员服务质量很差。
1,酒店的交通不很方便，电梯特别慢，其余还是如家特色。
0,位置比较好卫生条件也还行就是房间太小高级大床房的大床还不如一般酒店的标间的床而且床实在是睡的不是很舒服
1,朋友对该酒店的评价比较满意，就是交通非常拥堵。每次进出都要花费很长的时间。
1,对粤财一直想评价，一直偷懒没有写春节期间定的是行政房。行政房内的设施非常满意。而且，还可以在行政酒廊免费用点心。行政房办理入住的小姐很和蔼，热情，但也不是热情做作。笑容感觉很温软。由于原先定的是双人的，到时房间已经没有了。小姐推荐KINGSIZE的大床房，由于女儿习惯一人睡，要求加床被子，也马上得到了满足。床很舒服，被子也很柔软。。感觉很好。。。除去价格外，十分满意。但觉得可以接受。。。要是再便宜点，就更好了。。。
1,在上海这个价位住这样的酒店算很不错的了，我住的是标准间，房间是属于很宽敞的那种，卫生状况也不错，出门左转不远的路口有家南翔小笼很不错，可以解决早餐、午餐或晚餐，出门直走大约15分钟就到静安寺了，很方便。
0,房间设施很一般、也很陈旧了。宣传册上说是“三星待评”，估计凭这种硬件设施想评三星基本上是不可能的。度假村内没有餐厅，用早餐需步行10多分钟到贵宾楼，还要另外付费，成人20元每人，儿童10元每人。
1,外出时一般都会先看看当地的如家。这家店挺不错的。性价比高，服务也足够周到仔细，反应也很快。不过不怎么喜欢他们的制服啦，花花的，很难看。对了，只是离车站不是很近，边上那家超市，食品怀疑过期(面包)，离恐龙园也远，但是门口就有公交站台，还算交通方便。补充点评2008年1月28日：说错了，是虎丘，哈哈~~
1,"此次入住感觉不错,销售部服务到位,大堂经理能理解客人的需要,做出相应的措施,下次还要入住...."
1,比较新的四星酒店，各方面都还不错，应该算是很标准的4星服务，值得推荐宾馆反馈2008年7月31日：感谢您对酒店的认可，期待您的再次光临！
1,酒店是比较老的四星，设施都比较陈旧，房间也很小，健康秤还是坏的，总体感觉一般，但价格还是按照新四星来的，所以感觉不是很值。
0,"这个酒店如果不坐落在南湖边上,那就是一个招待所的级别.我们订了758的标间,却只有一张早餐券.另外一人要吃早餐,要68元,且无论你是大人还是孩子!而且早餐平种很少.我们住的房间墙纸也掉下来了.去的时候正好下雨,走道上还在漏水.而且酒店没有行李车帮客人搬行李.真不知道它这个五星是怎么评的.也许是当地政府行为吧.一个性价比不值的酒店!"
0,"第一次给这么差的评价,一定要说明一下理由的:1.房间我们住在B区1006号房.空调根本没有作用.电热毯要加温3小时以上才有温度.2.洗澡绝对不是24小时热水,甚至不是24小时有水.我们一团友晚上洗澡洗到一半什么水都没有了.只好用毛巾把身上的肥皂擦掉.3.安全.我们的房间是没有双保险的.最夸张的是,由于太冷,我让服务员加一条被子,结果该服务员连门都不敲就进来,把被子放在我床上.我那个时候真是无比惊恐啊,4.餐饮:只有一个饭店,什么叫垄断经营到这里就知道了.5.交通:上山后到某一个区域开始就变成单车道了.所以如果遇到会车,其后果不堪设想.我们就在上山途中遇到一次,双方还发生口角和肉体的搏斗.6.娱乐:冬季只有滑雪类项目,收费超级贵.绝对比上海的银七星要贵很多.根本不值.7.服务:我只能说在这里根本没有服务这一项的说."
0,三星级？夸张了，实在是夸张了！环境差，房间差，床！更差！！！服务？摇头，只能摇头！
1,"虽身处繁华地区,但房价非常经济.卫生.服务都不错,中央空调.24小时热水.如果下次来一定住此,真好!!!!!!!!!!!"
0,"郁闷!!!气愤!!不明白光纤竟然比上海锦江之星的网速还慢,想要晚上网速快千万别去这家!!!因网上介绍的是光纤网络,所以才去它家.结果登个QQ也要好久,网速跟爬似的.和国外朋友约好上网,结果卡的不行,连上海的朋友也说听我说话有一句没一句的.我在大连和人合租滴房,因怕晚上和国外朋友聊天影响同租人休息,才去了酒店,结果出了钱还没聊成.打电话去前台,说是电脑部下班了,让电工来看下,后来让我去隔壁房间试下,结果一样慢.酒店不是应该24小时服务的吗?"
0,这酒店太黑，要求开通宽带，服务生送来网线，叫你签名，没有任何文字
